id,keyword,place,tweet,lemmatized_tweet,disaster
2837,cyclone,United Kingdom,Waige driving like a Badas ScorpionPilot Cyclone ScorpionCBS,Waige drive like a Badas ScorpionPilot Cyclone ScorpionCBS,1
2840,cyclone,"Manchester, England",raleigh cyclone  gear mountain bike  htptcoLpPmadG sportingods htptcoleFHhgrL,raleigh cyclone gear mountain bike htptcoLpPmadG sportingods htptcoleFHhgrL,1
2845,cyclone,unknown,RT SEVERE WEATHER BULETIN No  FOR TYPHON ÛÏÛ SOUDELOR TROPICAL CYCLONE WARNING ISUED AT  PM htpstcoBYydHrqyH,RT SEVERE WEATHER BULETIN No FOR TYPHON ÛÏÛ SOUDELOR TROPICAL CYCLONE WARNING ISUED AT PM htpstcoBYydHrqyH,1
2847,cyclone,NYC,Red Tropical Cyclone alert for SOUDELOR in China Northern Mariana Islands  Aug   UTC htptcoDMnrNkfo,Red Tropical Cyclone alert for SOUDELOR in China Northern Mariana Islands Aug UTC htptcoDMnrNkfo,1
2848,cyclone,"Mansfield, Ohio",LocalEventCountdown  Curtain opens on The Black Cyclone in Shelby tickets amp info htptcovdCzDJDj rstoday,LocalEventCountdown Curtain open on The Black Cyclone in Shelby ticket amp info htptcovdCzDJDj rstoday,0
2850,cyclone,unknown,May  Roder and Super Stock Keling  Mustang Baracuda Riviera Cyclone htptcohaIEtkw htptcoIdvGZqew,May Roder and Super Stock Keling Mustang Baracuda Riviera Cyclone htptcohaIEtkw htptcoIdvGZqew,0
2859,damage,"Denver, CO",Damage done How to Recover From a Negative Social Media Update htptcoWwtjyS SMExaminer,Damage do How to Recover From a Negative Social Media Update htptcoWwtjyS SMExaminer,1
2862,damage,unknown,beforeitsnews Û¢This Is Caled DAMAGE CONTROL Dont Be Foled Folks The Perps Wil Just Come Up With Plan B,beforeitsnews Û¢This Is Caled DAMAGE CONTROL Dont Be Foled Folks The Perps Wil Just Come Up With Plan B,0
2868,damage,Downtown New York,LMÛªs frauncestavern named one of the historic properties granted by NYGovCuomo to repair Sandy damage htptcoOcAdCvFyF,LMÛªs frauncestavern name one of the historic property grant by NYGovCuomo to repair Sandy damage htptcoOcAdCvFyF,1
2874,damage,"Toronto, Ontario, Canada",globepolitics extreme positions lack of debate pandering to the hardright further increase divides corodes trust and damage godwil,globepolitics extreme position lack of debate pander to the hardright far increase divide corodes trust and damage godwil,0
2876,damage,Queens,Limited the damage Put some runs on the board NY,Limited the damage Put some run on the board NY,0
2892,damage,BGSU,fbody never riding in the gaymaro Would damage my reputation,fbody never rid in the gaymaro Would damage my reputation,0
2894,damage,USA,Alpine city park vandalized  in damage htptcofwkpuBwF,Alpine city park vandalize in damage htptcofwkpuBwF,1
2897,damage,"California, USA",Got my first damage today fuck,Got my first damage today fuck,0
2901,damage,Buzz City ,VZWSuport Zero damage just a horible product,VZWSuport Zero damage just a horible product,0
2903,danger,Atlanta Georgia ,GatorGMuzik FETILOTCH IS SLANGLUCI OPRESIONS GREATEST DANGER COMING SON THE ALBUM htpstcomoLvdyD,GatorGMuzik FETILOTCH IS SLANGLUCI OPRESIONS GREATEST DANGER COMING SON THE ALBUM htpstcomoLvdyD,0
2904,danger,unknown,I used to realy think Danger was gona be a movie,I use to realy think Danger be gona be a movie,0
2906,danger,In outer space,I dont think it was It was very realistic Sculy finaly had him home and sfe and he wanted to go out into the danger HipsBeforeHands,I dont think it be It be very realistic Sculy finaly have him home and sfe and he want to go out into the danger HipsBeforeHands,0
2914,danger,unknown,onceaho Empire Girl Vote Abela Danger Adult Empire is runing their first ever hunt for the Emp htptcoxCRJyv alwaysaho,onceaho Empire Girl Vote Abela Danger Adult Empire be run their first ever hunt for the Emp htptcoxCRJyv alwaysaho,0
2918,danger,unknown, FRE ÛÏThis bok wil blow your mindÛÛ Suspense danger anger love and most importantly htptconzNnTPn,FRE ÛÏThis bok wil blow your mindÛÛ Suspense danger anger love and most importantly htptconzNnTPn,0
2919,danger,"Trujillo, Peru",In my post today I talk about the dangers of interuptions Do they anoy youhtptcozhAusFbwh,In my post today I talk about the danger of interuptions Do they anoy youhtptcozhAusFbwh,0
2923,danger,unknown,TheElmago GOPTens FoxNews patonoswalt anyone who actualy plays that drinking game is in serious danger of alcohol poisoning,TheElmago GOPTens FoxNews patonoswalt anyone who actualy play that drinking game be in serious danger of alcohol poison,0
2926,danger,"Huntington Beach, CA",pukesmothie I dont understand WHY he would put us in that danger,pukesmothie I dont understand WHY he would put u in that danger,0
2928,danger,unknown,mlpDelrim Please tel my why they might be in danger if they knew what you knew,mlpDelrim Please tel my why they might be in danger if they knew what you knew,0
2930,danger,Leeds ,The Devil Wears Prada is stil one of my favourite films ,The Devil Wears Prada be stil one of my favourite film,0
2938,danger,unknown,Alen West Obama is a clear and present danger to our republic htptcoGHVKbzu htptcoSmhjXWcbo,Alen West Obama be a clear and present danger to our republic htptcoGHVKbzu htptcoSmhjXWcbo,0
2940,danger,N 32å¡39' 0'' / W 97å¡16' 0'',Fresenius Said I put patients lives in danger and at the same time this is whats hapening Same like this is a biger violation than PE,Fresenius Said I put patient life in danger and at the same time this be whats hapening Same like this be a biger violation than PE,0
2949,danger,unknown,JamesMayNot aMusicVideoaDay kneligan kingruckus Theres a lot of busineses that operate on outskirts amp I never fel in danger,JamesMayNot aMusicVideoaDay kneligan kingruckus Theres a lot of busineses that operate on outskirt amp I never fel in danger,0
2951,danger,"Brinscall, England",unitedutilities not hapy I received text now about Parasite dangerI am a transplante amp Virus can kil kidney htpstcoAasSFrdP,unitedutilities not hapy I receive text now about Parasite dangerI be a transplante amp Virus can kil kidney htpstcoAasSFrdP,0
2958,dead,it was yesterday :(,my last retwet i hope i drop dead,my last retwet i hope i drop dead,0
2961,dead,U.S.A,Once Thought Dead Gogle Glas Gets a Second Coming Though considered an epic failure acording to its makers and a recent patent,Once Thought Dead Gogle Glas Gets a Second Coming Though consider an epic failure acording to it maker and a recent patent,0
2962,dead,"South Carolina, USA",dead htpstcoESsxzdTcQJ,dead htpstcoESsxzdTcQJ,1
2964,dead,unknown,Posum problems and dead ducks htptcoxmZDBntRP,Posum problem and dead duck htptcoxmZDBntRP,0
2966,dead,"Monaghan, Ireland",I hope its Ros amp not Val thats dead emerdale SumerFate,I hope it Ros amp not Val thats dead emerdale SumerFate,0
2967,dead,unknown, this the dead as truth you pay for shit you not gone use htpstcoiWsDopMvR,this the dead a truth you pay for shit you not go use htpstcoiWsDopMvR,0
2968,dead,dancer - Peter Pan panto 2015 ,emerdale SumerFate that was so intense Cant believe Vals dead,emerdale SumerFate that be so intense Cant believe Vals dead,0
2972,dead,unknown,Nah emerdale MikeParActor ros aint dead we al know hes just unconscious and your just being dramatic teases,Nah emerdale MikeParActor ro aint dead we al know he just unconscious and your just be dramatic tease,0
2977,dead,My World,Ros beter not be dead Emerdale,Ros beter not be dead Emerdale,0
2978,dead,65 Skelmersdale Lane,No the vilage hoty is dead Emerdale,No the vilage hoty be dead Emerdale,0
2979,dead,unknown,MikeParActor No no no no no no Im not believing it Ros isnt dead htptcoLvOlNtSWDZ,MikeParActor No no no no no no Im not believe it Ros isnt dead htptcoLvOlNtSWDZ,0
2981,dead,"wolverhampton, low hill",MikeParActor if Ros is dead I shal never watch emerdale again Il be that heartbroken ,MikeParActor if Ros be dead I shal never watch emerdale again Il be that heartbroken,0
2985,dead,England,I dont reckon Ros is dead actualy they said has Pete kiled his own brother Ros has survived so much to just die from that,I dont reckon Ros be dead actualy they say have Pete kiled his own brother Ros have survive so much to just die from that,0
2986,dead,London,Please tel me Ros isnt actualy dead I hope theyre just playing us until the next episode emerdale,Please tel me Ros isnt actualy dead I hope theyre just play u until the next episode emerdale,0
2989,dead,Nigeria,Naija åÈ Flod Two people dead  houses destroyed in Kaduna htptcoyAvLDoOF,Naija åÈ Flod Two people dead house destroyed in Kaduna htptcoyAvLDoOF,1
2994,dead,unknown,If youre my boyfriends ex or had any felings for him DONT TALK TO HIM Dont folow him He is dead to you He dont exist nigah ,If youre my boyfriend ex or have any felings for him DONT TALK TO HIM Dont folow him He be dead to you He dont exist nigah,0
2996,dead,Indiana,For everyone that doesnt know Chris Prater was struck by a train this morning and pronounced dead on scene Prayers to his family,For everyone that doesnt know Chris Prater be struck by a train this morning and pronounce dead on scene Prayers to his family,1
2997,dead,unknown,ToneDidIt this cant be real nah her mother is dead wrong ,ToneDidIt this cant be real nah her mother be dead wrong,0
2999,dead,bristol ,no way can ros be dead Emerdale,no way can ro be dead Emerdale,0
3002,dead,"Colwyn Bay, Wales",WHAT AN INCREDIBLE CHARACTER MY HEART IS BROKEN THAT HE IS ACTUALY DEAD RIPROS WE WIL MIS YOU htpstcoLgqmdnaVDf,WHAT AN INCREDIBLE CHARACTER MY HEART IS BROKEN THAT HE IS ACTUALY DEAD RIPROS WE WIL MIS YOU htpstcoLgqmdnaVDf,0
3007,death,unknown,baefe RandomPelar the black death black death who,baefe RandomPelar the black death black death who,0
3008,death,"Death City, Nevada",I liked a YouTube video htptcoEVEdsUPB Camp Out BUNKD Disney Chanel,I like a YouTube video htptcoEVEdsUPB Camp Out BUNKD Disney Chanel,0
3017,death,United States of America,Obama Dont wory the god Iranians are just kiding with the death to America chants The bad ones are those just like Republicans,Obama Dont wory the god Iranians be just kid with the death to America chant The bad one be those just like Republicans,0
3020,death,New York,Microsoft Xbox  console RoD red ring of death AS IS FOR PARTS OR REPAIR Ful read byÛ htptcoIpQCThGC htptcofPEfRhr,Microsoft Xbox console RoD red ring of death AS IS FOR PARTS OR REPAIR Ful read byÛ htptcoIpQCThGC htptcofPEfRhr,0
3024,death,unknown,This headache wil be the death of me ,This headache wil be the death of me,0
3028,death,unknown,ITristonTyler CONFESION when I was litle I had a hamster and my rom was so cold it froze to death OPS,ITristonTyler CONFESION when I be litle I have a hamster and my rom be so cold it froze to death OPS,0
3031,death,unknown,This wal is going to be the death of medue to the years of water leaks and lack of maintenanceÛ htpstcoPVdfYBaq,This wal be go to be the death of medue to the year of water leak and lack of maintenanceÛ htpstcoPVdfYBaq,1
3032,death,unknown,The Iran Deal Wil Result In Terorism And Death Truth Revolt htptcoxrGFacLT,The Iran Deal Wil Result In Terorism And Death Truth Revolt htptcoxrGFacLT,1
3033,death,unknown,swearyG It loks like the death star,swearyG It loks like the death star,0
3035,death,unknown,death is the only certainty in life,death be the only certainty in life,1
3040,death,unknown,A single death is a tradery many deaths is statistics,A single death be a tradery many death be statistic,1
3041,death,"Manchester,England",Spirituality Born AgainSpiritual Awakening And Near Death Experiences htptcoZUGKqikM Charlesfrize Frizemedia Dynamicfrize,Spirituality Born AgainSpiritual Awakening And Near Death Experiences htptcoZUGKqikM Charlesfrize Frizemedia Dynamicfrize,1
3046,death,unknown,KayPat its actualy death and takes way longer than youd think,KayPat it actualy death and take way longer than youd think,0
3050,death,unknown,of al days when I lok like death I have to se al of mo city in chick fil a today ,of al day when I lok like death I have to se al of mo city in chick fil a today,0
3063,deaths,Does it really matter!,Deaths  htptcoAfSwePpg,Deaths htptcoAfSwePpg,1
3065,deaths,In my baby with pie,betrayedhunter reading he paused as he came acros a couple of deaths and began to read deper into it,betrayedhunter reading he pause a he come acros a couple of death and begin to read deper into it,1
3067,deaths,Does it really matter!,Deaths  htptcoRtxTj,Deaths htptcoRtxTj,1
3069,deaths,"Kampala, Uganda",Bigamist and his first wife are charged in the deaths of his second pregnant wife her child  her motherÛ htptcotHwUnjKg,Bigamist and his first wife be charge in the death of his second pregnant wife her child her motherÛ htptcotHwUnjKg,0
3076,deaths,ICO Arkansas,HEALTH FACT Women acount for  of smoking deaths htptcofSxHXAkI,HEALTH FACT Women acount for of smoking death htptcofSxHXAkI,1
3078,deaths,"Prague, CZ, the Planet of Fans",outside in the series the deaths semed one right after another but in the bok it sems a month or more wil pas after the death of Liz,outside in the series the death semed one right after another but in the bok it sems a month or more wil pa after the death of Liz,0
3081,deaths,unknown,tim BotlegAlbano ShaunKing I know He profits of the deaths of the people he claims to be fighting for He makes me sick,tim BotlegAlbano ShaunKing I know He profit of the death of the people he claim to be fight for He make me sick,0
3087,deaths,UAE,mohamedzismail because there was more deaths by regular gunsmisilesbombs and what not warfare than the Abombs used in A war,mohamedzismail because there be more death by regular gunsmisilesbombs and what not warfare than the Abombs use in A war,1
3088,deaths,"Georgetown,Guyana",Infections driving up neonatal deaths ÛÒ Health Minister Guyana htptcoImugNXrEBN,Infections drive up neonatal death ÛÒ Health Minister Guyana htptcoImugNXrEBN,1
3094,deaths,unknown,Bigamist and his Û÷firstÛª wife are charged in the deaths of his Û÷secondÛª pregnant wife her child  her mother her nephew  and their uÛ,Bigamist and his Û÷firstÛª wife be charge in the death of his Û÷secondÛª pregnant wife her child her mother her nephew and their uÛ,1
3096,deaths,"Elko, Nevada",MSHA steping up enforcement after mining deaths htptcoHMlrUER via elkodaily,MSHA step up enforcement after mining death htptcoHMlrUER via elkodaily,0
3098,deaths,Also follow ?,Bigamist and his first wife are charged in the deaths of his second pregnant wife her child  her mothe htptcoRHgGSgQG,Bigamist and his first wife be charge in the death of his second pregnant wife her child her mothe htptcoRHgGSgQG,1
3103,debris,Seattle,Is a wing part enough to solve the MH mystery htptcoysbveKlxK,Is a wing part enough to solve the MH mystery htptcoysbveKlxK,1
